family,n,draw
Begoniaceae,1,817
Brassicaceae,1,817
Bromeliaceae,1,817
Bryaceae,1,817
Burseraceae,1,817
Campanulaceae,2,817
Combretaceae,1,817
Compositae,7,817
Convolvulaceae,2,817
Dicranaceae,1,817
Ericaceae,2,817
Euphorbiaceae,3,817
Fagaceae,1,817
Fissidentaceae,1,817
Gentianaceae,1,817
Geraniaceae,1,817
Gesneriaceae,1,817
Gleicheniaceae,1,817
Grimmiaceae,2,817
Grossulariaceae,1,817
Hylocomiaceae,1,817
Lamiaceae,1,817
Leguminosae,6,817
Lejeuneaceae,2,817
Malvaceae,1,817
Melastomataceae,1,817
Myristicaceae,1,817
Myrtaceae,3,817
Neckeraceae,1,817
Oleaceae,1,817
Onagraceae,1,817
Orchidaceae,6,817
Orthotrichaceae,1,817
Passifloraceae,1,817
Phyllanthaceae,2,817
Pilotrichaceae,1,817
Piperaceae,1,817
Pittosporaceae,1,817
Poaceae,4,817
Polemoniaceae,1,817
Polygonaceae,2,817
Polytrichaceae,1,817
Pottiaceae,1,817
Pteridaceae,2,817
Rosaceae,1,817
Rubiaceae,5,817
Rutaceae,1,817
Sapindaceae,2,817
Sematophyllaceae,1,817
Solanaceae,1,817
Sphagnaceae,1,817
Staphyleaceae,1,817
Tectariaceae,1,817
Thelypteridaceae,1,817
Urticaceae,2,817
Acanthaceae,4,818
Amaranthaceae,2,818
Amaryllidaceae,1,818
Anacardiaceae,1,818
Apiaceae,1,818
Apocynaceae,1,818
Araceae,1,818
Araliaceae,2,818
Arecaceae,1,818
Asparagaceae,1,818
Berberidaceae,1,818
Bromeliaceae,1,818
Bryaceae,3,818
Burseraceae,1,818
Cactaceae,4,818
Campanulaceae,1,818
Caprifoliaceae,1,818
Cleomaceae,2,818
Compositae,10,818
Crassulaceae,2,818
Cryphaeaceae,1,818
Cyperaceae,1,818
Dichapetalaceae,1,818
Eriocaulaceae,1,818
Euphorbiaceae,4,818
Grimmiaceae,1,818
Hypnaceae,2,818
Icacinaceae,1,818
Lamiaceae,2,818
Lauraceae,1,818
Leguminosae,5,818
Lentibulariaceae,1,818
Lepidolaenaceae,1,818
Linderniaceae,1,818
Lycopodiaceae,1,818
Lythraceae,1,818
Malpighiaceae,2,818
Malvaceae,1,818
Melastomataceae,1,818
Meteoriaceae,1,818
Moraceae,1,818
Myrtaceae,1,818
Ochnaceae,1,818
Oleaceae,1,818
Onagraceae,1,818
Orchidaceae,2,818
Orobanchaceae,1,818
Piperaceae,1,818
Plantaginaceae,1,818
Poaceae,5,818
Polemoniaceae,1,818
Pterigynandraceae,1,818
Rubiaceae,3,818
Rutaceae,1,818
Salicaceae,1,818
Selaginellaceae,1,818
Sematophyllaceae,1,818
Solanaceae,2,818
Symplocaceae,1,818
Acanthaceae,2,819
Annonaceae,1,819
Apiaceae,2,819
Apocynaceae,2,819
Arecaceae,1,819
Asparagaceae,1,819
Balantiopsaceae,1,819
Boraginaceae,1,819
Brassicaceae,2,819
Bromeliaceae,2,819
Burseraceae,1,819
Campanulaceae,1,819
Capparaceae,1,819
Centrolepidaceae,1,819
Commelinaceae,1,819
Compositae,10,819
Elaeagnaceae,2,819
Ericaceae,2,819
Euphorbiaceae,2,819
Fagaceae,1,819
Geocalycaceae,1,819
Gesneriaceae,2,819
Hypnaceae,1,819
Jubulaceae,1,819
Juncaceae,1,819
Lamiaceae,1,819
Leguminosae,11,819
Loranthaceae,1,819
Magnoliaceae,1,819
Malpighiaceae,2,819
Melastomataceae,2,819
Menispermaceae,1,819
Orchidaceae,7,819
Pallaviciniaceae,1,819
Pandanaceae,1,819
Passifloraceae,1,819
Phyllanthaceae,1,819
Piperaceae,1,819
Plumbaginaceae,1,819
Poaceae,3,819
Polemoniaceae,1,819
Polygalaceae,1,819
Polygonaceae,1,819
Pottiaceae,2,819
Pteridaceae,1,819
Ranunculaceae,1,819
Rosaceae,1,819
Rubiaceae,3,819
Siparunaceae,1,819
Sphagnaceae,1,819
Tetraphidaceae,1,819
Thuidiaceae,1,819
Urticaceae,2,819
Zamiaceae,1,819
Zingiberaceae,2,819
Annonaceae,3,820
Apiaceae,1,820
Araliaceae,1,820
Aspleniaceae,1,820
Balsaminaceae,1,820
Blechnaceae,1,820
Brassicaceae,2,820
Bryaceae,1,820
Clusiaceae,1,820
Compositae,9,820
Cyperaceae,1,820
Elaeocarpaceae,1,820
Ericaceae,1,820
Euphorbiaceae,2,820
Geocalycaceae,1,820
Hypericaceae,3,820
Hypnaceae,1,820
Jubulaceae,1,820
Juglandaceae,1,820
Lamiaceae,3,820
Lecythidaceae,1,820
Leguminosae,9,820
Loasaceae,1,820
Lophocoleaceae,1,820
Lythraceae,1,820
Magnoliaceae,1,820
Malvaceae,2,820
Marantaceae,1,820
Meliaceae,1,820
Myrtaceae,2,820
Oleaceae,1,820
Orchidaceae,4,820
Pentaphylacaceae,1,820
Phyllanthaceae,2,820
Piperaceae,1,820
Plantaginaceae,2,820
Poaceae,5,820
Podostemaceae,1,820
Polemoniaceae,1,820
Polygonaceae,2,820
Polytrichaceae,2,820
Pottiaceae,2,820
Ranunculaceae,3,820
Rhamnaceae,1,820
Rosaceae,2,820
Rubiaceae,5,820
Sapindaceae,1,820
Sapotaceae,1,820
Selaginellaceae,1,820
Sematophyllaceae,1,820
Solanaceae,1,820
Violaceae,1,820
Xanthorrhoeaceae,1,820
Acanthaceae,2,821
Acoraceae,1,821
Aizoaceae,1,821
Amaryllidaceae,1,821
Amblystegiaceae,1,821
Aneuraceae,1,821
Annonaceae,2,821
Apiaceae,1,821
Apocynaceae,2,821
Aquifoliaceae,1,821
Asparagaceae,1,821
Aspleniaceae,1,821
Bignoniaceae,1,821
Boraginaceae,1,821
Caryophyllaceae,1,821
Combretaceae,1,821
Compositae,10,821
Convolvulaceae,1,821
Dryopteridaceae,1,821
Ebenaceae,1,821
Ericaceae,1,821
Eriocaulaceae,2,821
Fagaceae,1,821
Fissidentaceae,2,821
Gesneriaceae,1,821
Haemodoraceae,1,821
Heliconiaceae,1,821
Hypericaceae,1,821
Jungermanniaceae,1,821
Lamiaceae,3,821
Lauraceae,2,821
Leguminosae,5,821
Loranthaceae,1,821
Lythraceae,1,821
Melastomataceae,1,821
Meliaceae,1,821
Myrtaceae,1,821
Neckeraceae,1,821
Oleaceae,1,821
Orchidaceae,10,821
Orobanchaceae,1,821
Oxalidaceae,1,821
Piperaceae,1,821
Plantaginaceae,1,821
Poaceae,4,821
Polygalaceae,1,821
Pottiaceae,1,821
Proteaceae,2,821
Pterobryaceae,1,821
Radulaceae,1,821
Ranunculaceae,2,821
Rubiaceae,4,821
Solanaceae,3,821
Tofieldiaceae,1,821
Urticaceae,1,821
Violaceae,1,821
Vochysiaceae,1,821
Xanthorrhoeaceae,1,821
Acanthaceae,1,822
Apocynaceae,2,822
Aquifoliaceae,1,822
Araceae,1,822
Araliaceae,1,822
Arecaceae,2,822
Asparagaceae,2,822
Begoniaceae,1,822
Brassicaceae,1,822
Bromeliaceae,2,822
Bruniaceae,1,822
Cactaceae,3,822
Calymperaceae,1,822
Celastraceae,1,822
Compositae,7,822
Convolvulaceae,2,822
Cyperaceae,3,822
Dicranaceae,2,822
Dilleniaceae,1,822
Erpodiaceae,1,822
Euphorbiaceae,2,822
Gentianaceae,1,822
Gesneriaceae,2,822
Hypopterygiaceae,1,822
Iridaceae,3,822
Lamiaceae,2,822
Lauraceae,2,822
Leguminosae,4,822
Lejeuneaceae,2,822
Linaceae,1,822
Malpighiaceae,2,822
Malvaceae,2,822
Marantaceae,1,822
Melastomataceae,1,822
Moraceae,1,822
Myrtaceae,3,822
Orchidaceae,9,822
Orobanchaceae,2,822
Phyllanthaceae,1,822
Piperaceae,2,822
Plantaginaceae,1,822
Poaceae,2,822
Polygalaceae,1,822
Pottiaceae,1,822
Proteaceae,1,822
Ranunculaceae,1,822
Rosaceae,3,822
Rutaceae,1,822
Sapotaceae,1,822
Scrophulariaceae,3,822
Urticaceae,2,822
Xanthorrhoeaceae,1,822
Alstroemeriaceae,1,823
Amaranthaceae,1,823
Apocynaceae,3,823
Araceae,1,823
Asparagaceae,2,823
Bignoniaceae,2,823
Brassicaceae,1,823
Bromeliaceae,1,823
Bruchiaceae,1,823
Bryaceae,1,823
Cactaceae,1,823
Campanulaceae,1,823
Caprifoliaceae,1,823
Caryophyllaceae,1,823
Celastraceae,1,823
Compositae,9,823
Cucurbitaceae,1,823
Cyclanthaceae,1,823
Cyperaceae,2,823
Dicranaceae,1,823
Dipterocarpaceae,1,823
Ebenaceae,1,823
Ericaceae,2,823
Euphorbiaceae,1,823
Gentianaceae,1,823
Gesneriaceae,1,823
Grimmiaceae,1,823
Lamiaceae,3,823
Leguminosae,2,823
Lejeuneaceae,1,823
Leskeaceae,1,823
Leucodontaceae,1,823
Magnoliaceae,1,823
Menispermaceae,1,823
Menyanthaceae,1,823
Moraceae,1,823
Myrtaceae,2,823
Orchidaceae,11,823
Pandanaceae,1,823
Peraceae,1,823
Phyllanthaceae,1,823
Plantaginaceae,2,823
Poaceae,3,823
Polygonaceae,1,823
Pottiaceae,2,823
Primulaceae,2,823
Proteaceae,1,823
Pteridaceae,1,823
Pterobryaceae,1,823
Ranunculaceae,1,823
Restionaceae,1,823
Rhamnaceae,1,823
Rosaceae,3,823
Rubiaceae,3,823
Sapindaceae,1,823
Sematophyllaceae,1,823
Solanaceae,2,823
Thelypteridaceae,1,823
Thymelaeaceae,1,823
Urticaceae,1,823
Acanthaceae,2,824
Aizoaceae,1,824
Amaryllidaceae,1,824
Anacardiaceae,1,824
Apiaceae,1,824
Apocynaceae,1,824
Araceae,1,824
Asparagaceae,2,824
Aspleniaceae,1,824
Bonnetiaceae,1,824
Brassicaceae,2,824
Bryaceae,1,824
Calymperaceae,1,824
Campanulaceae,2,824
Capparaceae,1,824
Caprifoliaceae,1,824
Colchicaceae,1,824
Compositae,7,824
Ebenaceae,1,824
Fissidentaceae,1,824
Gentianaceae,1,824
Gesneriaceae,1,824
Hymenophyllaceae,1,824
Hypnaceae,1,824
Iridaceae,1,824
Juncaceae,1,824
Lauraceae,2,824
Leguminosae,13,824
Liliaceae,1,824
Loganiaceae,1,824
Loranthaceae,1,824
Malvaceae,3,824
Melastomataceae,1,824
Myrtaceae,4,824
Orchidaceae,8,824
Orthotrichaceae,1,824
Oxalidaceae,2,824
Paracryphiaceae,1,824
Phyllanthaceae,1,824
Poaceae,4,824
Polypodiaceae,2,824
Polytrichaceae,1,824
Primulaceae,2,824
Proteaceae,1,824
Pterobryaceae,1,824
Ranunculaceae,1,824
Rapateaceae,1,824
Rhachitheciaceae,1,824
Riellaceae,1,824
Rubiaceae,3,824
Rutaceae,1,824
Salicaceae,1,824
Sapindaceae,1,824
Trachypodaceae,1,824
Zamiaceae,1,824
Acanthaceae,1,825
Achariaceae,1,825
Aizoaceae,1,825
Amaryllidaceae,1,825
Anacardiaceae,1,825
Apiaceae,2,825
Apocynaceae,3,825
Araceae,1,825
Arecaceae,1,825
Aristolochiaceae,1,825
Begoniaceae,2,825
Bignoniaceae,2,825
Boraginaceae,1,825
Brachytheciaceae,1,825
Bromeliaceae,4,825
Campanulaceae,1,825
Chloranthaceae,1,825
Clusiaceae,2,825
Commelinaceae,1,825
Compositae,7,825
Convolvulaceae,2,825
Cryphaeaceae,1,825
Cyperaceae,1,825
Ericaceae,3,825
Erythroxylaceae,1,825
Euphorbiaceae,3,825
Fissidentaceae,1,825
Gentianaceae,1,825
Hypnaceae,1,825
Iridaceae,1,825
Lacistemataceae,1,825
Lamiaceae,1,825
Leguminosae,6,825
Lejeuneaceae,2,825
Leskeaceae,1,825
Lycopodiaceae,1,825
Malpighiaceae,1,825
Malvaceae,1,825
Melastomataceae,2,825
Neckeraceae,1,825
Nyctaginaceae,1,825
Oleaceae,1,825
Onagraceae,1,825
Orchidaceae,7,825
Pandanaceae,1,825
Poaceae,4,825
Polygonaceae,2,825
Portulacaceae,1,825
Pottiaceae,1,825
Rubiaceae,6,825
Saxifragaceae,1,825
Solanaceae,1,825
Verbenaceae,1,825
Vitaceae,1,825
Xanthorrhoeaceae,1,825
Zingiberaceae,1,825
Acanthaceae,3,826
Acrobolbaceae,1,826
Aizoaceae,1,826
Amaranthaceae,1,826
Amblystegiaceae,2,826
Apocynaceae,3,826
Araceae,1,826
Arecaceae,1,826
Begoniaceae,3,826
Boraginaceae,1,826
Brachytheciaceae,1,826
Bromeliaceae,1,826
Capparaceae,3,826
Celastraceae,1,826
Clusiaceae,1,826
Commelinaceae,1,826
Compositae,11,826
Convolvulaceae,1,826
Dicnemonaceae,1,826
Dilleniaceae,1,826
Dryopteridaceae,2,826
Ericaceae,1,826
Euphorbiaceae,1,826
Fissidentaceae,2,826
Gesneriaceae,2,826
Hookeriaceae,2,826
Iridaceae,1,826
Lamiaceae,1,826
Lauraceae,1,826
Leguminosae,7,826
Linaceae,1,826
Lophocoleaceae,1,826
Loranthaceae,2,826
Malpighiaceae,2,826
Malvaceae,1,826
Marcgraviaceae,1,826
Melastomataceae,2,826
Myrtaceae,2,826
Nyctaginaceae,1,826
Orchidaceae,4,826
Oxalidaceae,1,826
Pandanaceae,1,826
Passifloraceae,1,826
Phyllanthaceae,2,826
Piperaceae,2,826
Porellaceae,1,826
Pottiaceae,1,826
Primulaceae,2,826
Ranunculaceae,2,826
Restionaceae,1,826
Rosaceae,1,826
Rubiaceae,1,826
Rutaceae,1,826
Santalaceae,1,826
Sapindaceae,2,826
Symplocaceae,1,826
Velloziaceae,1,826
Acanthaceae,1,827
Aizoaceae,2,827
Amaranthaceae,1,827
Apiaceae,1,827
Apocynaceae,2,827
Aquifoliaceae,1,827
Araceae,1,827
Arecaceae,1,827
Asparagaceae,1,827
Brassicaceae,1,827
Bromeliaceae,2,827
Bryaceae,1,827
Cactaceae,1,827
Calymperaceae,1,827
Caprifoliaceae,1,827
Combretaceae,1,827
Compositae,8,827
Crassulaceae,1,827
Cyperaceae,1,827
Dicranaceae,2,827
Elaeocarpaceae,1,827
Ericaceae,2,827
Euphorbiaceae,1,827
Gentianaceae,2,827
Gesneriaceae,3,827
Grossulariaceae,1,827
Iridaceae,1,827
Lauraceae,1,827
Leguminosae,7,827
Loganiaceae,1,827
Malpighiaceae,1,827
Malvaceae,1,827
Melastomataceae,2,827
Myrtaceae,3,827
Orchidaceae,7,827
Orobanchaceae,1,827
Papaveraceae,1,827
Passifloraceae,1,827
Phyllanthaceae,1,827
Piperaceae,2,827
Plagiochilaceae,1,827
Plantaginaceae,1,827
Poaceae,2,827
Polypodiaceae,1,827
Potamogetonaceae,2,827
Pottiaceae,1,827
Primulaceae,1,827
Ranunculaceae,2,827
Regmatodontaceae,1,827
Rosaceae,1,827
Rubiaceae,2,827
Salicaceae,1,827
Schoepfiaceae,1,827
Scrophulariaceae,1,827
Sematophyllaceae,1,827
Solanaceae,3,827
Tectariaceae,1,827
Thelypteridaceae,1,827
Velloziaceae,1,827
Verbenaceae,1,827
Zingiberaceae,1,827
Amaranthaceae,1,828
Apocynaceae,2,828
Asparagaceae,1,828
Basellaceae,1,828
Begoniaceae,1,828
Boraginaceae,1,828
Brachytheciaceae,1,828
Brassicaceae,1,828
Bromeliaceae,1,828
Burseraceae,1,828
Cactaceae,1,828
Caryophyllaceae,2,828
Celastraceae,1,828
Chrysobalanaceae,1,828
Clusiaceae,1,828
Commelinaceae,1,828
Compositae,15,828
Cyperaceae,2,828
Dicranaceae,1,828
Dilleniaceae,1,828
Dryopteridaceae,1,828
Ebenaceae,1,828
Euphorbiaceae,4,828
Gesneriaceae,2,828
Grimmiaceae,1,828
Hookeriaceae,1,828
Hypericaceae,1,828
Hypnaceae,2,828
Iridaceae,2,828
Lamiaceae,1,828
Leguminosae,5,828
Loranthaceae,1,828
Malvaceae,1,828
Menispermaceae,1,828
Myrtaceae,2,828
Nyctaginaceae,1,828
Olacaceae,1,828
Orchidaceae,4,828
Plantaginaceae,1,828
Poaceae,5,828
Podostemaceae,1,828
Polypodiaceae,1,828
Pottiaceae,2,828
Ranunculaceae,2,828
Rubiaceae,5,828
Sapotaceae,1,828
Saxifragaceae,1,828
Solanaceae,2,828
Thelypteridaceae,3,828
Verbenaceae,1,828
Violaceae,1,828
Winteraceae,1,828
Xanthorrhoeaceae,1,828
Xyridaceae,1,828
Acanthaceae,1,829
Aizoaceae,1,829
Amaranthaceae,2,829
Annonaceae,4,829
Apocynaceae,2,829
Araceae,2,829
Arecaceae,3,829
Bartramiaceae,1,829
Begoniaceae,1,829
Brassicaceae,4,829
Bromeliaceae,2,829
Campanulaceae,1,829
Caryophyllaceae,2,829
Cistaceae,1,829
Compositae,8,829
Convolvulaceae,1,829
Crassulaceae,1,829
Cyperaceae,2,829
Daltoniaceae,1,829
Droseraceae,1,829
Ericaceae,1,829
Euphorbiaceae,1,829
Geraniaceae,1,829
Hookeriaceae,1,829
Jungermanniaceae,1,829
Lamiaceae,1,829
Lauraceae,1,829
Leguminosae,9,829
Leskeaceae,1,829
Lycopodiaceae,1,829
Lythraceae,2,829
Malpighiaceae,2,829
Melastomataceae,1,829
Myrtaceae,1,829
Onagraceae,1,829
Orchidaceae,8,829
Plantaginaceae,1,829
Poaceae,2,829
Podostemaceae,1,829
Primulaceae,1,829
Ptychomitriaceae,1,829
Rhamnaceae,1,829
Rhizophoraceae,1,829
Rosaceae,1,829
Rubiaceae,3,829
Salicaceae,2,829
Sapindaceae,1,829
Scrophulariaceae,1,829
Solanaceae,2,829
Stemonuraceae,1,829
Tectariaceae,1,829
Urticaceae,1,829
Vitaceae,1,829
Zamiaceae,1,829
Zingiberaceae,1,829
Acanthaceae,1,830
Apiaceae,1,830
Apocynaceae,2,830
Araceae,1,830
Araliaceae,3,830
Archidiaceae,1,830
Arecaceae,1,830
Asparagaceae,1,830
Athyriaceae,1,830
Boraginaceae,1,830
Brachytheciaceae,1,830
Brassicaceae,3,830
Bromeliaceae,1,830
Bruchiaceae,1,830
Bryaceae,1,830
Campanulaceae,1,830
Capparaceae,1,830
Caryophyllaceae,2,830
Celastraceae,1,830
Compositae,10,830
Cornaceae,1,830
Cyperaceae,1,830
Dicranaceae,1,830
Ericaceae,1,830
Euphorbiaceae,1,830
Gentianaceae,1,830
Geraniaceae,1,830
Gesneriaceae,1,830
Goodeniaceae,1,830
Hydrangeaceae,1,830
Hypnaceae,1,830
Lamiaceae,2,830
Lauraceae,1,830
Lecythidaceae,1,830
Leguminosae,8,830
Lejeuneaceae,1,830
Liliaceae,1,830
Lindsaeaceae,1,830
Marantaceae,1,830
Melastomataceae,1,830
Myrtaceae,2,830
Nyctaginaceae,1,830
Orchidaceae,6,830
Pandanaceae,2,830
Pentaphylacaceae,1,830
Phyllanthaceae,1,830
Piperaceae,1,830
Poaceae,3,830
Polygalaceae,1,830
Potamogetonaceae,1,830
Pottiaceae,3,830
Primulaceae,2,830
Pterobryaceae,1,830
Ranunculaceae,2,830
Rhizogoniaceae,1,830
Rosaceae,2,830
Rubiaceae,4,830
Verbenaceae,1,830
Acanthaceae,2,831
Amaryllidaceae,1,831
Anacampserotaceae,1,831
Anacardiaceae,1,831
Apocynaceae,3,831
Araceae,2,831
Arecaceae,1,831
Asparagaceae,1,831
Begoniaceae,1,831
Bignoniaceae,1,831
Brachytheciaceae,1,831
Brassicaceae,1,831
Bromeliaceae,4,831
Cactaceae,2,831
Campanulaceae,1,831
Caryophyllaceae,1,831
Casuarinaceae,1,831
Celastraceae,1,831
Centroplacaceae,1,831
Cephaloziellaceae,1,831
Clusiaceae,1,831
Combretaceae,1,831
Compositae,7,831
Costaceae,1,831
Cucurbitaceae,1,831
Cyperaceae,1,831
Dichapetalaceae,1,831
Ebenaceae,1,831
Ericaceae,1,831
Euphorbiaceae,2,831
Gentianaceae,2,831
Geraniaceae,1,831
Goodeniaceae,1,831
Gymnomitriaceae,1,831
Hypnaceae,2,831
Lamiaceae,2,831
Leguminosae,8,831
Liliaceae,1,831
Loranthaceae,1,831
Malvaceae,1,831
Meliaceae,1,831
Montiaceae,1,831
Nitrariaceae,1,831
Orchidaceae,5,831
Orthotrichaceae,1,831
Oxalidaceae,1,831
Paeoniaceae,1,831
Pandanaceae,2,831
Piperaceae,1,831
Poaceae,5,831
Polemoniaceae,1,831
Polygonaceae,1,831
Primulaceae,1,831
Rosaceae,3,831
Rubiaceae,1,831
Santalaceae,1,831
Sapindaceae,2,831
Selaginellaceae,1,831
Solanaceae,1,831
Styracaceae,1,831
Vitaceae,1,831
Acanthaceae,1,832
Amaranthaceae,4,832
Apocynaceae,1,832
Archidiaceae,1,832
Asparagaceae,1,832
Balsaminaceae,1,832
Begoniaceae,2,832
Brassicaceae,2,832
Bryaceae,1,832
Buxbaumiaceae,1,832
Campanulaceae,2,832
Capparaceae,1,832
Compositae,13,832
Cyperaceae,2,832
Cystopteridaceae,1,832
Dryopteridaceae,1,832
Elaeocarpaceae,1,832
Ericaceae,1,832
Euphorbiaceae,6,832
Fagaceae,1,832
Fissidentaceae,1,832
Grossulariaceae,1,832
Hypericaceae,1,832
Hypnaceae,1,832
Lamiaceae,3,832
Leguminosae,8,832
Lindsaeaceae,2,832
Lycopodiaceae,1,832
Malpighiaceae,1,832
Malvaceae,3,832
Montiaceae,1,832
Moraceae,1,832
Myrtaceae,3,832
Orchidaceae,6,832
Piperaceae,1,832
Polygalaceae,1,832
Portulacaceae,1,832
Pottiaceae,1,832
Primulaceae,1,832
Ranunculaceae,1,832
Restionaceae,1,832
Rhamnaceae,1,832
Rubiaceae,7,832
Rutaceae,1,832
Sapotaceae,1,832
Scrophulariaceae,1,832
Sematophyllaceae,1,832
Solanaceae,1,832
Thymelaeaceae,1,832
Acanthaceae,1,833
Aizoaceae,2,833
Alstroemeriaceae,1,833
Amaryllidaceae,1,833
Anacardiaceae,1,833
Annonaceae,1,833
Apiaceae,1,833
Apocynaceae,2,833
Aspleniaceae,1,833
Boraginaceae,1,833
Brassicaceae,1,833
Bromeliaceae,2,833
Bryaceae,1,833
Calymperaceae,1,833
Campanulaceae,1,833
Caryophyllaceae,1,833
Celastraceae,1,833
Compositae,11,833
Convolvulaceae,1,833
Cucurbitaceae,2,833
Cyperaceae,2,833
Dicranaceae,1,833
Dipteridaceae,1,833
Elaeocarpaceae,1,833
Ericaceae,2,833
Euphorbiaceae,3,833
Gentianaceae,2,833
Gesneriaceae,1,833
Grossulariaceae,1,833
Iridaceae,1,833
Lamiaceae,3,833
Lauraceae,1,833
Lecythidaceae,1,833
Leguminosae,4,833
Loranthaceae,1,833
Malvaceae,1,833
Meliaceae,1,833
Moraceae,1,833
Myrtaceae,2,833
Neckeraceae,1,833
Orchidaceae,15,833
Orobanchaceae,1,833
Oxalidaceae,1,833
Pentaphylacaceae,1,833
Phyllanthaceae,1,833
Plantaginaceae,1,833
Poaceae,3,833
Ranunculaceae,1,833
Rhamnaceae,1,833
Rosaceae,1,833
Rubiaceae,2,833
Salicaceae,2,833
Smilacaceae,1,833
Solanaceae,1,833
Urticaceae,1,833
Amaryllidaceae,2,834
Amblystegiaceae,1,834
Anacardiaceae,1,834
Aneuraceae,1,834
Apiaceae,3,834
Apocynaceae,2,834
Aquifoliaceae,1,834
Araceae,2,834
Begoniaceae,1,834
Boraginaceae,1,834
Brassicaceae,5,834
Bryaceae,1,834
Burseraceae,1,834
Cactaceae,1,834
Caprifoliaceae,1,834
Combretaceae,1,834
Compositae,6,834
Convolvulaceae,1,834
Cucurbitaceae,1,834
Cyperaceae,1,834
Eriocaulaceae,1,834
Fagaceae,1,834
Fissidentaceae,1,834
Gesneriaceae,3,834
Hypericaceae,1,834
Hypnaceae,3,834
Iridaceae,1,834
Lamiaceae,4,834
Lauraceae,1,834
Leguminosae,7,834
Lejeuneaceae,1,834
Lepidoziaceae,1,834
Lycopodiaceae,1,834
Magnoliaceae,1,834
Malpighiaceae,1,834
Malvaceae,2,834
Meliaceae,1,834
Moraceae,1,834
Orchidaceae,3,834
Pentaphylacaceae,1,834
Piperaceae,1,834
Pittosporaceae,1,834
Poaceae,5,834
Polygalaceae,1,834
Primulaceae,1,834
Proteaceae,2,834
Ranunculaceae,1,834
Rhamnaceae,1,834
Rosaceae,4,834
Rubiaceae,6,834
Sapindaceae,2,834
Solanaceae,1,834
Verbenaceae,1,834
Xanthorrhoeaceae,1,834
Acanthaceae,2,835
Achariaceae,1,835
Amaryllidaceae,1,835
Apiaceae,2,835
Apocynaceae,3,835
Aquifoliaceae,1,835
Araceae,1,835
Aristolochiaceae,1,835
Asparagaceae,2,835
Bignoniaceae,1,835
Boraginaceae,1,835
Cactaceae,1,835
Calyceraceae,1,835
Campanulaceae,1,835
Compositae,9,835
Convolvulaceae,1,835
Crassulaceae,1,835
Cyperaceae,2,835
Ebenaceae,1,835
Eriocaulaceae,1,835
Euphorbiaceae,1,835
Gesneriaceae,2,835
Gisekiaceae,1,835
Goodeniaceae,1,835
Gymnomitriaceae,1,835
Herbertaceae,1,835
Iridaceae,1,835
Lauraceae,1,835
Leguminosae,7,835
Lejeuneaceae,2,835
Liliaceae,1,835
Lophocoleaceae,1,835
Malvaceae,1,835
Myrtaceae,1,835
Neckeraceae,1,835
Orchidaceae,9,835
Orthotrichaceae,1,835
Piperaceae,2,835
Plantaginaceae,1,835
Poaceae,4,835
Polemoniaceae,1,835
Polygalaceae,1,835
Proteaceae,1,835
Pteridaceae,2,835
Ranunculaceae,1,835
Restionaceae,1,835
Rosaceae,1,835
Rubiaceae,6,835
Rutaceae,2,835
Santalaceae,1,835
Sapindaceae,1,835
Scrophulariaceae,1,835
Selaginellaceae,1,835
Sematophyllaceae,1,835
Stachyuraceae,1,835
Violaceae,1,835
Zingiberaceae,1,835
Amaryllidaceae,3,836
Annonaceae,1,836
Apiaceae,2,836
Araliaceae,1,836
Arecaceae,1,836
Asparagaceae,2,836
Aytoniaceae,1,836
Begoniaceae,1,836
Berberidaceae,1,836
Brassicaceae,3,836
Bromeliaceae,1,836
Burseraceae,1,836
Cactaceae,1,836
Caryophyllaceae,1,836
Celastraceae,1,836
Commelinaceae,1,836
Compositae,10,836
Cyatheaceae,1,836
Cyperaceae,3,836
Dicranaceae,1,836
Ebenaceae,1,836
Ericaceae,1,836
Gentianaceae,1,836
Gesneriaceae,1,836
Gnetaceae,1,836
Hymenophyllaceae,1,836
Lamiaceae,2,836
Leguminosae,9,836
Lejeuneaceae,3,836
Magnoliaceae,1,836
Malvaceae,1,836
Marantaceae,1,836
Melastomataceae,2,836
Myrtaceae,3,836
Neckeraceae,1,836
Onagraceae,1,836
Orchidaceae,8,836
Paeoniaceae,1,836
Piperaceae,1,836
Poaceae,1,836
Polygalaceae,1,836
Polypodiaceae,1,836
Pottiaceae,4,836
Rosaceae,1,836
Rubiaceae,2,836
Rutaceae,1,836
Santalaceae,1,836
Sarcolaenaceae,1,836
Schistochilaceae,1,836
Scrophulariaceae,1,836
Solanaceae,1,836
Sphagnaceae,2,836
Thelypteridaceae,1,836
Trigoniaceae,1,836
Velloziaceae,1,836
Acanthaceae,2,837
Aizoaceae,1,837
Amaryllidaceae,2,837
Aneuraceae,1,837
Aquifoliaceae,1,837
Araceae,2,837
Arecaceae,1,837
Aristolochiaceae,1,837
Aspleniaceae,1,837
Boraginaceae,1,837
Cactaceae,1,837
Caryophyllaceae,2,837
Chloranthaceae,1,837
Clusiaceae,1,837
Commelinaceae,1,837
Compositae,10,837
Cucurbitaceae,2,837
Cyperaceae,1,837
Dennstaedtiaceae,1,837
Dicranaceae,1,837
Ebenaceae,1,837
Ericaceae,1,837
Euphorbiaceae,6,837
Geraniaceae,1,837
Hookeriaceae,2,837
Hypnaceae,1,837
Lamiaceae,4,837
Lauraceae,2,837
Leguminosae,2,837
Lejeuneaceae,2,837
Linaceae,1,837
